 (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (-0.000+6.942j), (0.000+-7.081j), (-0.000+-7.022j), (-0.000+6.337j)
 (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (-0.000+6.337j), (0.000+-7.022j), (0.000+-7.081j), (-0.000+6.942j)
 (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+-7.022j), (-0.000+6.337j), (-0.000+6.942j), (0.000+-7.081j)
 (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (-0.000+-7.081j), (-0.000+6.942j), (-0.000+6.337j), (-0.000+-7.022j)
 (0.000+-6.942j), (0.000+-6.337j), (-0.000+7.022j), (0.000+7.081j), (0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+-0.000j)
 (0.000+7.081j), (-0.000+7.022j), (0.000+-6.337j), (0.000+-6.942j), (0.000+-0.000j), (0.000+0.000j), (0.000+-0.000j), (0.000+-0.000j)
 (0.000+7.022j), (0.000+7.081j), (0.000+-6.942j), (0.000+-6.337j), (-0.000+-0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+-0.000j)
 (0.000+-6.337j), (0.000+-6.942j), (0.000+7.081j), (0.000+7.022j), (-0.000+0.000j), (0.000+0.000j), (0.000+0.000j), (0.000+0.000j)
